gurmukhi,english
CofeI,chhoddaee
Cofh,chhoddaha
Cofhu,chhoddahu
CofI,chhoddee
CofIAw,chhoddeeaa
CofIAY,chhoddeeai
Cofie,chhoddae
Cofih,chhoddahe
CofIly,chhoddeelay
Cofin,chhoddane
Cofis,chhoddase
Cofn,chhoddan
Cofu,chhoddu
Cofw,chhoddaa
CofwiesI,chhoddaaesee
CofY,chhoddai
Cofy,chhodday
CofyN,chhoddayn
cog,chog
cogVI,chogrree
cogY,chogai
Cohir,chhohare
Coho,chhoho
Cohrw,chhohraa
Cohry,chhohray
CohwieAw,chhohaaeaa
CohY,chhohai
coie,choe
coieAw,choeaa
Coif,chhodde
CoifAVI,chhoddeArree
CoifAVw,chhoddeArraa
CoifAw,chhoddeaa
CoifAY,chhoddeai
CoifE,chhoddeo
Coifhu,chhoddehu
CoihE,chhoheo
Coiq,chhote
Coir,chhore
coir,chore
Coit,chhotte
CoiV,chhorre
CoiVAw,chhorreaa
coj,choj
cojI,chojee
coju,choju
cojwhw,chojaahaa
Cok,chhok
coKI,chokhee
coKqw,chokhtaa
col@w,cholaa
colI,cholee
colIAw,choleeaa
colIAY,choleeai
colnw,cholnaa
colVw,cholrraa
colw,cholaa
coly,cholay
colY,cholai
copVI,choprree
cOquky,chautukay
cor,chor
coreIAY,choraeeai
corI,choree
CorI,chhoree
corIAw,choreeaa
corih,chorahe
cortI,chorttee
coru,choru
CorU,chhoroo
corw,choraa
Corwie,chhoraae
corwie,choraae
corwieAw,choraaeaa
CorY,chhorai
corY,chorai
Cory,chhoray
cot,chott
Cot,chhott
cotI,chottee
cotw,chottaa
cotW,chottaan
Cotw,chhottaa
cotY,chottai
CoVu,chhorru
CoVy,chhorray
Cpih,chhapahe
Cpir,chhapare
Cpis,chhapase
CpiV,chhaparre
cpl,chapal
cplu,chapalu
Cpn,chhapan
Cprw,chhapraa
CpVI,chhaprree
CpweI,chhapaaee
CpweIAw,chhapaaeeaa
Cpwey,chhapaaay
CpwieAw,chhapaaeaa
CpwieE,chhapaaeo
Cpwiein,chhapaaene
CpwnI,chhapaanee
CpwvY,chhapaavai
CpY,chhapai
Cpy,chhapay
CqIh,chhateeh
CqR,chhatra
CqRDwr,chhatradhaar
CqrIAw,chhatreeaa
CqRn,chhatran
CqRpiq,chhatrapate
CqRpqI,chhatrapatee
CqRü,chhatru
Cqu,chhatu
cquAwry,chatuaaray
cquir,chature
cqur,chatur
cqurBuju,chaturbhuju
cquriQ,chaturathe
cquru,chaturu
cqurweI,chaturaaee
cqurweIAY,chaturaaeeai
cqurWgw,chaturaangaa
CqVy,chhatrray
Cqwrw,chhataaraa
cr,char
crc,charch
crcrI,charcharee
crgw,chargaa
crHwvau,charhaavou
crHY,charhai
crI,charee
crIAY,chareeai
crih,charahe
crin,charane
crix,charanne
crKw,charkhaa
crm,charam
crMjIvI,charanjeevee
crMn,charann
crmxh,charmannaha
crn,charan
crnh,charnaha
crnI,charnee
crnkml,charankamal
crnkmlh,charankamlaha
crnkmlM,charankamalan
crnkmln,charankamlan
crnkmln@,charankamlan
crnkmlu,charankamalu
crnkmlwry,charankamlaaray
crnkvl,charankaval
crnn,charnan
crnn@,charnan
crnw,charnaa
crnwrI,charnaaree
crnwribMd,charnaarbend
crnwrw,charnaaraa
crnwry,charnaaray
crnwrY,charnaarai
crnwvY,charnaavai
crnyrY,charnayrai
crptu,charpattu
crweI,charaaee
crwey,charaaay
crwgu,charaagu
crwgw,charaagaa
crwhw,charaahaa
CrwieAw,chharaaeaa
crwiehu,charaaehu
crwin,charaane
crwk,charaak
crwnY,charaanai
crwvau,charaavou
crwvhu,charaavahu
crwvih,charaavahe
crwvn,charaavan
crwvq,charaavat
crwvY,charaavai
crx,charann
crxh,charnnaha
crxI,charnnee
crxITw,charnneetthaa
crxkml,charannkamal
crxkmlh,charannkamlaha
crxkvl,charannkaval
crxM,charnnan
crxw,charnnaa
crxwribMd,charnnaarbend
crxwry,charnnaaray
crxy,charnnay
crY,charai
csm,chasam
csmy,chasmay
csUAw,chasooaa
csw,chasaa
csweI,chasaaee
cswhw,chasaahaa
csy,chasay
ctI,chattee
ctIAw,chatteeaa
ctIAY,chatteeai
CtIAY,chhatteeai
ctswl,chattsaal
ctwrw,chattaaraa
cty,chattay
cu,chu
cuAweIAY,chuaaeeai
cuAwieAw,chuaaeaa
cuAwvau,chuaavou
cuAwvYgo,chuaavaigo
cuAY,chuai
cuBih,chubhahe
cuBY,chubhai
CUC,chhoochh
CUCI,chhoochhee
CUCw,chhoochhaa
CUCY,chhoochhai
CUCy,chhoochhay
cueIjY,chueejai
Cuey,chhuay
cugdy,chugday
cugih,chugahe
cUgih,choogahe
cugin,chugane
cugl,chugal
cuglI,chuglee
cuglo,chuglo
cugwiedw,chugaaedaa
cugwvY,chugaavai
cugxu,chugannu
cugxw,chugnnaa
cugY,chugai
cUGY,chooghai
Cuhau,chhuhou
cuhkI,chuhkee
cUhVI,choohrree
cUhVw,choohrraa
cUhw,choohaa
Cuhwry,chhuhaaray
cuig,chuge
Cuih,chhuhe
cUik,chooke
cuik,chuke
cUikAw,chookeaa
cuikih,chukehe
cuin,chune
cuinE,chuneo
cuip,chupe
Cuit,chhutte
CUit,chhootte
CUitAw,chhootteaa
CuitAw,chhutteaa
CUitbo,chhoottebo
CuitE,chhutteo
CUitE,chhootteo
cuix,chunne
cUk,chook
cuK,chukh
cukeI,chukaee
cUkeI,chookaee
cUkh,chookaha
cUkI,chookee
cukI,chukee
cUkIAly,chookeeAlay
cUkih,chookahe
cukin,chukane
cUkis,chookase
cUko,chooko
CuktI,chhukttee
cUkw,chookaa
cukw,chukaa
cuKw,chukhaa
cukweI,chukaaee
cukweIAnu,chukaaeeAnu
cukweIAY,chukaaeeai
cukwey,chukaaay
cukwhI,chukaahee
cukwhw,chukaahaa
cukwie,chukaae
cukwieAw,chukaaeaa
cukwiedw,chukaaedaa
cukwieE,chukaaeo
cukwieEnu,chukaaeonu
cukwiesI,chukaaesee
cukwvhu,chukaavahu
cukwvhy,chukaavhay
cukwvihgy,chukaavhegay
cukwvixAw,chukaavnneaa
cukwvY,chukaavai
cukwvYgo,chukaavaigo
cUkY,chookai
cukY,chukai
cUky,chookay
cuky,chukay
cUkYgI,chookaigee
cul@Y,chulai
culI,chulee
culIAw,chuleeaa
culMBu,chulanbhu
cUly@,choolay
cUM,choon
cuMc,chunch
cuMi|Aw,chunngeaa
cUMif,choondde
cuMim,chunme
cuMmw,chunmaa
cUMnW,choonnaan
cUn,choon
cunI,chunee
cunq,chunat
cUnu,choonu
cUnVI,choonrree
cUnw,choonaa
cuorwey,chuoraaay
cup,chup
cUp,choop
cUpI,choopee
cupY,chupai
CurI,chhuree
curU,churoo
cUru,chooru
cUrw,chooraa
Curw,chhuraa
curwieAw,churaaeaa
cUry,chooray
cUsey,choosay
cUsIAY,chooseeai
CUt,chhoott
CUtau,chhoottou
CuteI,chhuttaee
CUteI,chhoottaee
CUth,chhoottaha
CUthI,chhoottahee
Cuthu,chhuttahu
CUthu,chhoottahu
CutI,chhuttee
CUtI,chhoottee
CutIAw,chhutteeaa
CutIAY,chhutteeai
CUtIAY,chhootteeai
Cutih,chhuttahe
CUtih,chhoottahe
CUtihgw,chhoottahegaa
Cutik,chhuttake
CutikE,chhuttkeo
CUtir,chhoottare
CUtis,chhoottase
CutiV,chhuttarre
CutIvy,chhutteevay
CutK´w,chhuttkheaa
CutkI,chhuttkee
Cutkih,chhuttkahe
CutkMq,chhuttkant
Cutkq,chhuttkat
Cutkwey,chhuttkaaay
Cutkwir,chhuttkaare
CutkwkI,chhuttkaakee
Cutkwr,chhuttkaar
CutkwrI,chhuttkaaree
Cutkwrw,chhuttkaaraa
Cutkwvin,chhuttkaavane
CutkwvY,chhuttkaavai
CutkY,chhuttkai
Cutky,chhuttkay
CUtlw,chhoottlaa
CUtn,chhoottan
CUtnhwry,chhoottanhaaray
CUtnu,chhoottanu
CUto,chhootto
Cuto,chhutto
CUtq,chhoottat
Cutq,chhuttat
CutsI,chhuttsee
CUtsI,chhoottsee
CUtsih,chhoottsahe
Cutu,chhuttu
CUtw,chhoottaa
Cutw,chhuttaa
CutwhI,chhuttaahee
Cutwr,chhuttaar
Cutwrw,chhuttaaraa
CUtx,chhoottann
CutY,chhuttai
CUtY,chhoottai
Cuty,chhuttay
CUty,chhoottay
CutYgI,chhuttaigee
cUVIAw,choorreeaa
CuVik,chhurrake
CuVikAw,chhurrkeaa
CuVkI,chhurrkee
cUVw,choorraa
cuxIAih,chunneeAhe
cV@wvih,charraavahe
cV@xw,charrnnaa
cV@y,charray
cV§,charrhoo
cVau,charrou
cvgil,chavgale
cvgix,chavganne
cvgx,chavgann
cvhu,chavahu
cVHweIAY,charrhaaeeai
cVI,charree
cVIAsu,charreeAsu
cVIAY,charreeai
cVih,charrahe
cvih,chavahe
cVMdIAw,charrandeeaa
cVqu,charratu
cvr,chavar
cvro,chavro
cvru,chavaru
cvrwsIh,chavraaseeh
cvw,chavaa
cVW,charraan
cVw,charraa
cVwau,charraaou
cVwaU,charraaoo
cVweI,charraaee
CvweI,chhavaaee
cvweI,chavaaee
cVweIAw,charraaeeaa
cvWeIAY,chavaaneeai
cVweIAY,charraaeeai
cVwey,charraaay
cVwhI,charraahee
cVwie,charraae
cVwieAw,charraaeaa
cVwiedw,charraaedaa
cVwieE,charraaeo
cVwvau,charraavou
cVwvey,charraavay
cVwvhu,charraavahu
cVwvixAw,charraavnneaa
cVwvY,charraavai
CvwvY,chhavaavai
cvwvY,chavaavai
cVxw,charrnnaa
cVY,charrai
cvy,chavay
cvY,chavai
cVy,charray
cw,chaa
cwau,chaaou
Cwau,chhaaou
CWau,chhaanou
cwbku,chaabaku
cwbnu,chaabanu
cwbuk,chaabuk
Cwbw,chhaabaa
cWd,chaand
Cwdn,chhaadan
Cwdnu,chhaadanu
cwdnu,chaadanu
cwdnw,chaadnaa
cWdnw,chaandnaa
cwE,chaao
CweI,chhaaee
cweIAw,chaaeeaa
cweIly,chaaeelay
cwEu,chaauo
cwey,chaaay
Cwey,chhaaay
Cwfau,chhaaddou
Cwfhu,chhaaddahu
CwfI,chhaaddee
CwfIAly,chhaaddeeAlay
Cwfn,chhaaddan
Cwfu,chhaaddu
cWfUru,chaanddooru
CwfY,chhaaddai
Cwfy,chhaadday
CwfYN,chhaaddain
cwgun,chaagun
cwgw,chaagaa
cWgyidAw,chaangaydeaa
Cwh,chhaah
cwh,chaah
cwhau,chaahou
cwhhu,chaahahu
cwhI,chaahee
CwhI,chhaahee
cwhIAY,chaaheeai
cwhih,chaahahe
cwhku,chaahaku
cwhn,chaahan
cwhnw,chaahnaa
cwhq,chaahat
cwhqw,chaahtaa
cwhy,chaahay
cwhY,chaahai
cwibAw,chaabeaa
CwiC,chhaachhe
Cwid,chhaade
cwie,chaae
Cwie,chhaae
CwieAw,chhaaeaa
cwieAw,chaaeaa
CwieAY,chhaaeai
CwieE,chhaaeo
CwielY,chhaaelai
CwieXau,chhaaeYou
Cwif,chhaadde
Cwif´au,chhaaddeou
CwifAw,chhaaddeaa
Cwifq,chhaaddet
cwih,chaahe
cwihAw,chaaheaa
cwiK,chaakhe
cwiKAVw,chaakheArraa
cwiKAw,chaakheaa
cwiKAY,chaakheai
cwiKbw,chaakhebaa
cwiKE,chaakheo
cwilAnu,chaaleAnu
cwilAw,chaaleaa
cwilE,chaaleo
Cwin,chhaane
cwiqRk,chaatrek
cwiqRko,chaatreko
cwiqRku,chaatreku
cwir,chaare
cwir@E,chaareo
CWit,chhaantte
cwiV,chaarre
cwiVAw,chaarreaa
Cwix,chhaanne
Cwjw,chhaajaa
CwjY,chhaajai
cwKhu,chaakhahu
cwKI,chaakhee
cwkI,chaakee
cwKIAY,chaakheeai
cwKih,chaakhahe
cwKq,chaakhat
cwkr,chaakar
cwkrI,chaakree
cwkrIAw,chaakreeaa
cwkru,chaakaru
cwkrW,chaakraan
cwKu,chaakhu
cwKw,chaakhaa
cwKy,chaakhay
cwKY,chaakhai
cwl,chaal
cwlau,chaalou
cwlh,chaalaha
cwlhI,chaalhee
cwlhu,chaalahu
cwlI,chaalee
cwlIAY,chaaleeai
cwlih,chaalahe
cwlis,chaalase
cwlIsI,chaaleesee
cwlnhwr,chaalanhaar
cwlnhwru,chaalanhaaru
cwlq,chaalat
cwlqI,chaaltee
cwlqy,chaaltay
cwlsau,chaalsou
cwlsI,chaalsee
cwlsih,chaalsahe
cwlu,chaalu
Cwlw,chhaalaa
cwlw,chaalaa
cwlxhwr,chaalannhaar
cwlxhwrI,chaalannhaaree
cwlxhwro,chaalannhaaro
cwlxw,chaalnnaa
cwlY,chaalai
cwly,chaalay
Cwm,chhaam
cwm,chaam
cwmkin,chaamkane
CwmnI,chhaamnee
cwmro,chaamro
cwmu,chaamu
CwnI,chhaanee
Cwnih,chhaanahe
cwnix,chaananne
Cwnw,chhaanaa
cwnwxu,chaanaannu
cwnx,chaanann
cwnxu,chaanannu
cwnxw,chaanannaa
cwnxy,chaanannay
CwnY,chhaanai
Cwp,chhaap
Cwpir,chhaapare
CwprI,chhaapree
Cwpru,chhaaparu
Cwpx,chhaapann
cwpy,chaapay
CwpY,chhaapai
cwpY,chaapai
cWpY,chaanpai
CwqI,chhaatee
cwqur,chaatur
cwqurh,chaaturaha
cwqurI,chaaturee
cwr,chaar
Cwr,chhaar
cwrau,chaarou
cwrh,chaaraha
cwrhu,chaarahu
CWrhu,chhaanrahu
cwrI,chaaree
CwrI,chhaaree
Cwro,chhaaro
cwro,chaaro
cwrquky,chaartukay
Cwru,chhaaru
cwru,chaaru
cwrw,chaaraa
Cwrw,chhaaraa
cwrxo,chaarnno
cwry,chaaray
cwrY,chaarai
cwt,chaatt
cwtau,chaattou
cwtih,chaattahe
cwtiVAw,chaattrreaa
cwtswl,chaattsaal
cwtVy,chaattrray
cwty,chaattay
cwtY,chaattai
Cwv,chhaav
cwv,chaav
CWv,chhaanv
cwVI,chaarree
cwVis,chaarrase
cwvl,chaaval
CwvnI,chhaavnee
cwvr,chaavar
CwvVIeyih,chhaavrreeayhe
Cwvw,chhaavaa
CwvwixAw,chhaavaanneaa
Cwvwxu,chhaavaannu
cwVx,chaarrann
cwVy,chaarray
cwVY,chaarrai
cwX,chaaYa
CwXau,chhaaYou
CwxI,chhaannee
CwXw,chhaaYaa
CwxY,chhaannai
cy,chay
cY,chai
CY,chhai
CyAwinq,chhayaanet
Cyd´qy,chhaydeatay
CydI,chhaydee
CydMq,chhaydant
CydwvY,chhaydaavai
CyDy,chhaydhay
Cydy,chhayday
Cyid,chhayde
CyidE,chhaydeo
cyiq,chayte
cyiqAw,chayteaa
cyiqE,chayteo
cyir,chayre
CyiV,chhayrre
Cyku,chhayku
cyl,chayl
CYl,chhail
Cyl,chhayl
CYlu,chhailu
cylw,chaylaa
cyly,chaylay
cYn,chain
CyNk,chhaynk
cYnu,chainu
cYnw,chainaa
Cyp,chhayp
cyq,chayt
cyqeI,chaytaee
cyqhI,chaytahee
cyqhu,chaytahu
cyqI,chaytee
cyqIAly,chayteeAlay
cyqIAY,chayteeai
cyqih,chaytahe
cyqis,chaytase
cyqivAw,chaytveaa
cyqMnu,chaytannu
cyqnh,chaytanaha
cyqnI,chaytnee
cyqnM,chaytanan
cyqnu,chaytanu
cyqnw,chaytnaa
cyqq,chaytat
cyqu,chaytu
cyqU,chaytoo
cyqw,chaytaa
cyqweI,chaytaaee
cyqwey,chaytaaay
cyqwie,chaytaae
cyqwieAw,chaytaaeaa
cyqwvnI,chaytaavnee
cyqwvY,chaytaavai
cyqY,chaytai
cyqy,chaytay
cyrI,chayree
CyrIN,chhayreen
cyro,chayro
cyrulI,chayrulee
cyrw,chayraa
cyry,chayray
cytk,chayttak
cytkeIAw,chayttkaeeaa
Cyvw,chhayvaa
D´weI,dheaaee
D´weIAY,dheaaeeai
D´wie,dheaae
D´wieAau,dheaaeAou
D´wieAE,dheaaeAo
D´wieAw,dheaaeaa
D´wieXau,dheaaeYou
D´wn,dheaan
D´wnM,dheaanan
D´wnu,dheaanu
D´wvxh,dheaavannaha
dauirE,doureo
Daul,dhoul
Daulhr,dhoulhar
DaulhrI,dhoulharee
DaulI,dhoulee
dauliq,doulate
Daulu,dhoulu
Dauly,dhoulay
dauq,dout
dauqu,doutu
daurwieE,douraaeo
daurwvau,douraavou
dbI,dabee
dbIAih,dabeeAhe
dbtIAY,dabtteeai
dbu,dabu
dBu,dabhu
dDw,dadhaa
ddw,dadaa
DDw,dhadhaa
ddY,dadai
DDY,dhadhai
deI,daee
deIAw,daeeaa
dey,day
dgD,dagadh
dglI,daglee
dgrw,dagraa
dgweI,dagaaee
dgwnw,dagaanaa
dh,daha
dhI,dahee
dhisir,dahsere
dhisro,dahsero
dhisru,dahseru
dhM,dahan
dhn,dahan
dhnu,dahanu
dhq,dahat
dhqw,dahtaa
dhxu,dahannu
dhy,dahay
dhY,dahai
dI,dee
DI,dhee
DIA,dheeA
dIAau,deeAou
dIAnu,deeAnu
dIArw,deeAraa
dIau,deeou
dIAw,deeaa
DIAw,dheeaa
dIAY,deeai
dibAw,dabeaa
dibEhu,dabeohu
dIbwin,deebaane
dIbwix,deebaanne
dIbwn,deebaan
dIbwnu,deebaanu
dIbwx,deebaann
dIbwxhu,deebaannahu
dIbwxI,deebaannee
dIbwxIAY,deebaanneeai
dIbwxo,deebaanno
dIbwxu,deebaannu
diD,dadhe
dIdM,deedan
dIdny,deednay
dIdwir,deedaare
dIdwr,deedaar
dIdwru,deedaaru
dIE,deeo
dieAlIAw,daeAleeaa
dieAw,daeaa
dieAwil,daeaale
dieAwl,daeaal
dieAwlI,daeaalee
dieAwlM,daeaalan
dieAwlu,daeaalu
dieAwlw,daeaalaa
dieAwlY,daeaalai
dieAwr,daeaar
dieAwru,daeaaru
dieAwrw,daeaaraa
dieE,daeo
dIeI,deeee
dIEie,deeoe
dIey,deeay
dIiKAw,deekheaa
DIir,dheere
DIirAw,dheereaa
DIirE,dheereo
dIis,deese
diJ,dajhe
DIjeI,dheejaee
dIjeI,deejaee
DIjey,dheejay
DIjIAY,dheejeeai
dIjIAY,deejeeai
dIjih,deejahe
dIjY,deejai
DIjY,dheejai
diKix,dakhenne
diKxih,dakhennahe
diKxw,dakhennaa
dil,dale
dilAau,daleAou
dim,dame
dIn,deen
Din,dhane
DIn,dheen
dIn@,deen
dIn@I,deenee
dIn@o,deeno
dIn@w,deenaa
dIn@y,deenay
dInI,deenee
dIno,deeno
dInu,deenu
dInw,deenaa
dIny,deenay
dIp,deep
dIpik,deepake
dIpk,deepak
dIpkI,deepkee
dIpko,deepko
dIpku,deepaku
dIpM,deepan
dIpu,deepu
dIpW,deepaan
dIpw,deepaa
dIpweI,deepaaee
dIpweIAY,deepaaeeai
dIpwhw,deepaahaa
dIpwieAau,deepaaeAou
dIpwieAw,deepaaeaa
dIpwieE,deepaaeo
dIpwih,deepaahe
dIpwXau,deepaaYou
dIq,deet
dIqI,deetee
dIqu,deetu
dIqw,deetaa
dir,dare
DIr,dheer
Dir,dhare
DirAau,dhareAou
DIrau,dheerou
DirAw,dhareaa
dirdR,daredra
dirdRü,daredru
DirE,dhareo
DirEnu,dhareonu
DIrey,dheeray
dIrG,deeragh
dIrGu,deeraghu
DIrIAY,dheereeai
DIrih,dheerahe
DIrIjY,dheereejai
DIrin,dheerane
DIrj,dheeraj
DIrju,dheeraju
DIrk,dheerak
DIroid,dheerode
DIru,dheeru
DIrw,dheeraa
DIry,dheeray
DIrY,dheerai
DIryau,dheerayou
DIrYgI,dheeraigee
dis,dase
disAw,daseaa
disAY,daseai
dIseI,deesaee
dIshI,deesahee
dishu,dasehu
dIsih,deesahe
dIsq,deesat
dIsY,deesai
DITw,dheetthaa
diV,darre
dIvI,deevee
dIvnw,deevnaa
dIvrw,deevraa
dIvVy,deevrray
dIvw,deevaa
dIvwin,deevaane
dIvwn,deevaan
dIvwnI,deevaanee
dIvwnu,deevaanu
dIvwnw,deevaanaa
dIvy,deevay
dIvY,deevai
dÍwir,duaare
dÍwirkw,duaarekaa
diX,daYe
Dj,dhaj
dJih,dajhahe
dJsI,dajhsee
Djw,dhajaa
dJW,dajhaan
dJY,dajhai
Dk,dhak
dKn,dakhan
Dkw,dhakaa
dKxI,dakhnnee
Dky,dhakay
dl,dal
dlGw,dalghaa
dlly,dalalay
dlu,dalu
dlwl,dalaal
dlwlI,dalaalee
dlwlu,dalaalu
dlx,dalann
dlY,dalai
dm,dam
DMD,dhandh
dMd,dand
dMdI,dandee
DMDlI,dhandhlee
DMDu,dhandhu
DMDVw,dhandhrraa
DMDVy,dhandhrray
DMDVY,dhandhrrai
DMDw,dhandhaa
DMDY,dhandhai
DMDy,dhandhay
dMfDwr,danddadhaaar
dmI,damee
DMiD,dhandhe
DMiDAw,dhandheaa
DMin,dhanne
dMm,danm
DMmI,dhanmee
dMmu,danmu
dMmw,danmaa
dMmW,danmaan
DMn,dhann
DMnI,dhannee
DMno,dhanno
DMnu,dhannu
DMnw,dhannaa
DMny,dhannay
DMnY,dhannai
dmodr,damodar
dmodru,damodaru
dMPwn,danphaan
dMq,dant
dMqu,dantu
dMqw,dantaa
dmrw,damraa
dmu,damu
dmVw,damrraa
dmwimAw,damaameaa
dmwmw,damaamaa
dmwmy,damaamay
Dn,dhan
DNau,dhoun
DnI,dhanee
DnIAw,dhaneeaa
Dnih,dhanahe
DnIqw,dhaneetaa
DnKu,dhanakhu
DnM,dhanan
DnMjY,dhananjai
Dno,dhano
dnoiq,danote
Dnu,dhanu
Dnuo,dhanuo
DnvMq,dhanvant
DnvMqh,dhanvantaha
DnvMqI,dhanvantee
DnvMqu,dhanvantu
DnvMqw,dhanvantaa
DnvMqy,dhanvantay
Dnw,dhanaa
DnwiF,dhanaaddhe
DnwisrI,dhanaaseree
DnwsrI,dhanaasaree
DnY,dhanai
Dny,dhanay
do,do
doaU,dooo
doaUbwrw,dooobaaraa
DobI,dhobee
DoeI,dhoee
doeI,doee
DoeIAY,dhoeeai
Doey,dhoay
Doh,dhoh
dohI,dohee
DohI,dhohee
dohrw,dohraa
Dohu,dhohu
dohw,dohaa
dohwgix,dohaaganne
dohwgxI,dohaagnnee
DohY,dhohai
Dohy,dhohay
Doie,dhoe
doie,doe
DoieAw,dhoeaa
Doih,dhohe
DoihAw,dhoheaa
doiK,dokhe
doiq,dote
DoiqAw,dhoteaa
doj,doj
dojik,dojake
dojk,dojak
dojku,dojaku
doK,dokh
DoK,dhokh
doKh,dokhaha
doKI,dokhee
doKIAw,dokheeaa
doKM,dokhan
doKn,dokhan
doKu,dokhu
doKVY,dokhrrai
DoKw,dhokhaa
doKw,dokhaa
doKy,dokhay
doKY,dokhai
DoKy,dhokhay
DoKY,dhokhai
dol,dol
dolIcy,doleechay
dolk,dolak
DOlu,dhaulu
dom,dom
Domu,dhomu
donau,donou
dono,dono
DopeI,dhopaee
DopY,dhopai
DoqI,dhotee
DoqIAw,dhoteeaa
doqu,dotu
Doqw,dhotaa
Doqy,dhotay
DoqY,dhotai
Dor,dhor
Dorw,dhoraa
dos,dos
dosI,dosee
dosqI,dostee
dosu,dosu
dosw,dosaa
dosW,dosaan
Dovau,dhovou
Dovh,dhovaha
DovhI,dhovahee
Dovhu,dhovahu
Dovih,dhovahe
Dovix,dhovanne
DovMdo,dhovando
Dovn,dhovan
dovr,dovar
Dovw,dhovaa
DovW,dhovaan
Dovwhw,dhovaahaa
DovwieAw,dhovaaeaa
Dovx,dhovann
Dovxw,dhovnnaa
DovY,dhovai
dovY,dovai
dPqir,daphtare
dPqru,daphtaru
Dpt,dhapatt
dq,dat
dqu,datu
DqUrw,dhatooraa
Dr,dhar
dr,dar
DrˆØI,dhareen
DR¨,dhroo
DR¨A,dhrooA
Dr´au,dhareou
Drau,dharou
drb,darab
drbu,darabu
dRbu,drabu
drbvMqu,darabvantu
drbw,darbaa
drbwir,darbaare
drbwr,darbaar
drbwrI,darbaaree
drbwrn,darbaaran
drbwru,darbaaru
drbwrw,darbaaraa
drbwry,darbaaray
drbY,darbai
DrcrI,dharcharee
drd,dard
drdu,daradu
drdvMd,dardvand
drdvMdu,dardvandu
drdw,dardaa
DreI,dharaee
DreIAY,dharaeeai
drgh,dargaha
drgih,dargahe
drgwh,dargaah
Drhu,dharahu
Drhw,dharhaa
drhwlI,darhaalee
drhwlu,darhaalu
DrI,dharee
DrIAM,dhareeAn
DrIAw,dhareeaa
DrIAW,dhareeaan
drIAw,dareeaa
drIAwau,dareeaaou
drIAwie,dareeaae
DrIAwsu,dhareeaasu
drIAwvw,dareeaavaa
drIAwvY,dareeaavai
DrIAY,dhareeai
drib,darabe
Drih,dharahe
DrIjY,dhareejai
Drim,dharame
Drin,dharane
Driq,dharate
dris,darase
dRivAw,draveaa
Drix,dharanne
drjI,darjee
drKq,darakht
Drkt,dharkatt
DRktI,dhrakattee
DrktI,dharkattee
Drm,dharam
DRm,dhram
DrM,dharan
DrmI,dharmee
DrmIAw,dharmeeaa
DrmM,dharman
DRMm,dhranm
DrmrwE,dharamraao
Drmrwie,dharamraae
DRmrwie,dhramraae
DRmrwieAw,dhramraaeaa
DrmrwieAw,dharamraaeaa
Drmrwjw,dharamraajaa
Drmswl,dharamsaal
DRmswl,dhramsaal
DrmswlIAY,dharamsaaleeai
Drmswlw,dharamsaalaa
Drmu,dharamu
Drmw,dharmaa
Drmwqw,dharmaataa
Drmy,dharmay
Drn,dharan
DrnI,dharnee
DrnIDr,dharneedhar
Drnw,dharnaa
drog,darog
drogu,darogu
DRoh,dhroh
dRoh,droh
DRohin,dhrohane
dRohM,drohan
DRohu,dhrohu
DRohy,dhrohay
dRopd,dropad
dRopqI,droptee
DRpIAY,dhrapeeai
drpin,darpane
drpn,darpan
Drq,dhart
DrqˆØI,dharteen
DrqI,dhartee
Drqw,dhartaa
Drqy,dhartay
Drqyv,dhartayv
drs,daras
drsin,darsane
drsn,darsan
drsnh,darsanaha
drsnM,darsanan
drsno,darsano
drsnu,darsanu
drsnupwieAw,darsanupaaeaa
drsnw,darsanaa
drsnY,darsanai
drsu,darasu
drsw,darsaa
drsweI,darsaaee
drswey,darsaaay
drswieAw,darsaaeaa
drswiexw,darsaaennaa
drswr,darsaar
drswrI,darsaaree
drswru,darsaaru
drswrw,darsaaraa
drswry,darsaaray
drswrY,darsaarai
drswvey,darsaavay
drswvVw,darsaavrraa
drswvw,darsaavaa
drswvY,darsaavai
drswXau,darsaaYou
drsY,darsai
drsyrY,darsayrai
dru,daru
Dru,dharu
drUd,darood
dRügm,drugam
dRügMDq,drugandhat
dRügMDw,drugandhaa
DRüik,dhruke
dRülB,drulabh
dRüm,drum
dRüst,drustt
dRüstW,drusttaan
dRüstweI,drusttaaee
DRüv,dhruv
drvwir,darvaare
drvwj,darvaaj
drvwjw,darvaajaa
drvwjy,darvaajay
drvwjY,darvaajai
drvwnI,darvaanee
drvwnu,darvaanu
drvwr,darvaar
drvwrI,darvaaree
drvwru,darvaaru
drvwrw,darvaaraa
drvwry,darvaaray
drvwxI,darvaannee
dRvY,dravai
drvys,darvays
drvysI,darvaysee
drvysu,darvaysu
drvysW,darvaysaan
drvyswvI,darvaysaavee
Drw,dharaa
drw,daraa
DrweI,dharaaee
DrweIAY,dharaaeeai
Drwey,dharaaay
drwhu,daraahu
Drwie,dharaae
DrwieAw,dharaaeaa
DrwieE,dharaaeo
Drwiex,dharaaenn
Drwiexu,dharaaennu
drwih,daraahe
DRwip,dhraape
DRwipAw,dhraapeaa
DRwipE,dhraapeo
DRwp,dhraap
DRwpIAw,dhraapeeaa
DRwpIAY,dhraapeeai
DRwpis,dhraapase
DRwpy,dhraapay
DRwpY,dhraapai
Drx,dharann
DrxI,dharnnee
